iter	RMSE
453	12.41934281
454	12.41028055
455	12.40836351
456	12.40447641
457	12.40234159
458	12.39883532
459	12.39722388
460	12.39495357
461	12.39178479
462	12.38962909
463	12.38438809
464	12.3831738
465	12.38166211
466	12.37777632
467	12.37542102
468	12.3691079
469	12.36705922
470	12.36394104
471	12.36154508
472	12.35930467
473	12.35430857
474	12.35006203
475	12.34799975
476	12.34449044
477	12.34297349
478	12.34151682
479	12.33920262
480	12.33642919
481	12.3329788
482	12.33130919
483	12.32962945
484	12.32765931
485	12.32479195
486	12.32405162
487	12.320977
488	12.31851985
489	12.31676189
490	12.31394274
491	12.31076819
492	12.30718438
493	12.30329504
494	12.30047291
495	12.29865347
496	12.295874
497	12.2933471
498	12.29004123
499	12.28862957
500	12.28678023
501	12.27986718
502	12.27760201
503	12.27570212
504	12.2706767
505	12.26886945
506	12.26665624
507	12.26445114
508	12.26258576
509	12.25979542
510	12.25607316
511	12.25242033
512	12.25031173
513	12.24847502
514	12.2450104
515	12.24258139
516	12.23908554
517	12.23748658
518	12.23654058
519	12.23343952
520	12.2318187
521	12.22854178
522	12.22682163
523	12.22538134
524	12.22363003
525	12.22059163
526	12.21961085
527	12.21651692
528	12.2155451
529	12.21218884
530	12.21029734
531	12.20819111
532	12.20624435
533	12.20569894
534	12.20338316
535	12.20241316
536	12.20123259
537	12.19926422
538	12.19716425
539	12.19572416
540	12.1950705
541	12.19255146
542	12.19106957
543	12.18949586
544	12.18779939
545	12.18638342
546	12.18515267
547	12.18268757
548	12.18136035
549	12.17781808
550	12.17485841
551	12.17178292
552	12.16946253
553	12.16830922
554	12.16760637
555	12.16526895
556	12.15842848
557	12.15559526
558	12.15416203
559	12.15331689
560	12.15192346
561	12.14875712
562	12.14704099
563	12.14388472
564	12.14071135
565	12.13789602
566	12.13558971
567	12.13354613
568	12.13166972
569	12.13065891
570	12.1277168
571	12.1260442
572	12.1237636
573	12.12055097
574	12.11952162
575	12.11783273
576	12.11399908
577	12.11280781
578	12.11102578
579	12.10791444
580	12.10556127
581	12.10400127
582	12.09933505
583	12.09879333
584	12.09740402
585	12.09448084
586	12.09258147
587	12.08979937
588	12.08710099
589	12.08555207
590	12.08254937
591	12.08177734
592	12.07946185
593	12.07767778
594	12.07558473
595	12.0741261
596	12.07173988
597	12.06848545
598	12.06684596
599	12.06587082
600	12.06539247
601	12.06418335
602	12.06266188
603	12.06000733
604	12.05900425
605	12.05721167
606	12.05545192
607	12.05341643
608	12.05089136
609	12.05019011
610	12.04930953
611	12.0477041
612	12.04588404
613	12.04441709
614	12.04246992
615	12.03882254
616	12.03556331
617	12.0337607
618	12.03199951
619	12.03047296
620	12.02653287
621	12.02480979
622	12.02233186
623	12.01976647
624	12.0155453
625	12.01468002
626	12.0133055
627	12.01082013
628	12.00795343
629	12.00613414
630	12.00358996
631	12.00274889
632	12.00211753
633	11.99907935
634	11.99802034
635	11.99721433
636	11.99662055
637	11.99555953
638	11.99496074
639	11.99326225
640	11.99183391
641	11.99076451
642	11.98659973
643	11.98431011
644	11.98146591
645	11.97898637
646	11.97776813
647	11.97496511
648	11.97272507
649	11.97008775
650	11.96807507
651	11.96651142
652	11.96479833
653	11.96258852
654	11.96207211
655	11.9601913
656	11.9589267
657	11.95840332
658	11.95602387
659	11.95496804
660	11.95300432
661	11.95193948
662	11.95058075
663	11.94913866
664	11.94824936
665	11.94641981
666	11.94525848
667	11.94368901
668	11.94175366
669	11.93892672
670	11.937514
671	11.93667468
672	11.93506161
673	11.9323066
674	11.93086252
675	11.92941227
676	11.92841023
677	11.92638113
678	11.9244576
679	11.9233653
680	11.92225414
681	11.9216141
682	11.91938421
683	11.91795182
684	11.91480252
685	11.91362309
686	11.91322122
687	11.91257757
688	11.91135086
689	11.90915083
690	11.90778327
691	11.90629851
692	11.90338104
693	11.90122433
694	11.9004064
695	11.89827746
696	11.89723771
697	11.89507438
698	11.89389539
699	11.892689
700	11.89119915
701	11.88885978
702	11.88793307
703	11.88593925
704	11.88513149
705	11.88404864
706	11.88226242
707	11.88183965
708	11.88071652
709	11.87775376
710	11.87462444
711	11.87370773
712	11.87277741
713	11.8716723
714	11.86996892
715	11.86872273
716	11.86771416
717	11.86596281
718	11.86426679
719	11.86331471
720	11.8608985
721	11.85779799
722	11.85696303
723	11.85519294
724	11.85287808
725	11.85167356
726	11.85064328
727	11.8499478
728	11.8494878
729	11.84876009
730	11.8477197
731	11.84497351
732	11.84392565
733	11.84288636
734	11.83999379
735	11.8384705
736	11.83620033
737	11.83478759
738	11.8329674
739	11.83166867
740	11.83007958
741	11.82927208
742	11.82854282
743	11.82791957
744	11.82586559
745	11.82397111
746	11.82304988
747	11.82213722
748	11.82110788
749	11.81957427
750	11.8178534
751	11.81573559
752	11.81384281
753	11.81287335
754	11.8115391
755	11.80958957
756	11.80809302
757	11.80626188
758	11.80459173
759	11.80388201
760	11.80256709
761	11.80131455
762	11.8002503
763	11.79861902
764	11.79679504
765	11.79572308
766	11.79474095
767	11.79330189
768	11.79239823
769	11.79037964
770	11.7896509
771	11.78820617
772	11.78660198
773	11.78552785
774	11.78469255
775	11.7827665
776	11.78118819
777	11.78015263
778	11.77917635
779	11.77730069
780	11.77551978
781	11.77392844
782	11.7720677
783	11.76995822
784	11.76914497
785	11.76717119
786	11.76608873
787	11.76496175
788	11.76463799
789	11.76364253
790	11.76307751
791	11.7617585
792	11.75934204
793	11.75842537
794	11.7575426
795	11.75695232
796	11.75596357
797	11.7538597
798	11.75295643
799	11.75088427
800	11.75050827
801	11.74935694
802	11.74746688
803	11.7464908
804	11.74514419
805	11.74374214
806	11.74314293
807	11.74184933
808	11.74150921
809	11.73881713
810	11.73729192
811	11.736599
812	11.73612718
813	11.73329651
814	11.73161585
815	11.73100429
816	11.72997937
817	11.72884921
818	11.72792985
819	11.72741235
820	11.72527936
821	11.72414433
822	11.72364434
823	11.72250302
824	11.72141006
825	11.71959568
826	11.71859565
827	11.7170038
828	11.71627358
829	11.71491415
830	11.71287111
831	11.71104279
832	11.71030673
833	11.7072388
834	11.7061733
835	11.70514192
836	11.70454368
837	11.70162431
838	11.69796836
839	11.69696063
840	11.69497011
841	11.69334913
842	11.69213238
843	11.69021558
844	11.6872435
845	11.68601256
846	11.68541889
847	11.68485117
848	11.68206428
849	11.680757
850	11.67839834
851	11.67713807
852	11.67503009
853	11.67372971
854	11.67293226
855	11.6710073
856	11.67019228
857	11.66938168
858	11.6689895
859	11.66750288
860	11.66592515
861	11.66517845
862	11.6640262
863	11.66294982
864	11.66136168
865	11.66030579
866	11.65867876
867	11.65515054
868	11.65317401
869	11.65094526
870	11.64917522
871	11.64655466
872	11.64557506
873	11.64360333
874	11.6425953
875	11.64165521
876	11.64121505
877	11.63973041
878	11.63888108
879	11.63829328
880	11.63777074
881	11.63701758
882	11.63583721
883	11.6348545
884	11.63391481
885	11.63295588
886	11.63230952
887	11.63152878
888	11.63045717
889	11.62989089
890	11.62871986
891	11.62794467
892	11.62662114
893	11.6249373
894	11.6239503
895	11.62345272
896	11.62290355
897	11.62140694
898	11.62064538
899	11.61913163
900	11.61781499
901	11.61640607
902	11.61353621
903	11.6128254
904	11.611207
905	11.60977658
906	11.60852758
907	11.60685142
908	11.60540984
909	11.60468749
910	11.60408966
911	11.60303299
912	11.60155277
913	11.59999328
914	11.59819145
915	11.59675166
916	11.59559059
917	11.5949655
918	11.59322691
919	11.59143605
920	11.59105259
921	11.58968144
922	11.58821585
923	11.58762257
924	11.58635098
925	11.58502883
926	11.58160387
927	11.57976871
928	11.57902926
929	11.57838382
930	11.57747674
931	11.57639848
932	11.57481097
933	11.57283996
934	11.57265432
935	11.569976
936	11.56909688
937	11.56819493
938	11.56781845
939	11.56656651
940	11.56413889
941	11.56362741
942	11.56280817
943	11.56124355
944	11.55975961
945	11.55903184
946	11.55783407
947	11.55710387
948	11.5563078
949	11.55417457
950	11.55359793
951	11.55274743
952	11.55148122
953	11.55090163
954	11.55053122
955	11.549319
956	11.54810493
957	11.54706285
958	11.5460308
959	11.54549908
960	11.54296757
961	11.54122568
962	11.54040231
963	11.53886061
964	11.53718326
965	11.53685539
966	11.53579656
967	11.53542702
968	11.53390868
969	11.53338452
970	11.53271774
971	11.53077453
972	11.52954402
973	11.5288192
974	11.52776076
975	11.52694257
976	11.52533164
977	11.52417891
978	11.52286656
979	11.5213164
980	11.52033424
981	11.51943649
982	11.51835326
983	11.51767552
984	11.51654283
985	11.51496368
986	11.51345284
987	11.51271551
988	11.5109596
989	11.5101746
990	11.50796689
991	11.50732011
992	11.50677921
993	11.50481496
994	11.504612
995	11.50317478
996	11.5018496
997	11.50074502
998	11.50003895
999	11.49590645
